Disease_1,Disease_2,is_a,Resemble,Source
DOID:0060731,DOID:11465,1,0,DO
DOID:11465,DOID:574,1,0,DO
DOID:0060732,DOID:0060388,1,0,DO
DOID:0060733,DOID:3209,1,0,DO
DOID:3209,DOID:2730,1,0,DO
DOID:0060735,DOID:4644,1,0,DO
DOID:4644,DOID:2730,1,0,DO
DOID:0060736,DOID:4644,1,0,DO
DOID:0060737,DOID:3209,1,0,DO
DOID:0060738,DOID:3209,1,0,DO
DOID:0060739,DOID:225,1,0,DO
DOID:0060740,DOID:14749,1,0,DO
DOID:0060741,DOID:14749,1,0,DO
DOID:0060742,DOID:14749,1,0,DO
DOID:0060743,DOID:14749,1,0,DO
DOID:0060744,DOID:225,1,0,DO
DOID:0060745,DOID:2569,1,0,DO
DOID:2569,DOID:2007,1,0,DO
DOID:0060746,DOID:2569,1,0,DO
DOID:0060747,DOID:225,1,0,DO
DOID:0060748,DOID:3328,1,0,DO
DOID:3328,DOID:2234,1,0,DO
DOID:0060749,DOID:3328,1,0,DO
DOID:0060750,DOID:3328,1,0,DO
DOID:0060751,DOID:3328,1,0,DO
DOID:0060752,DOID:3328,1,0,DO
DOID:0060753,DOID:3328,1,0,DO
DOID:0060754,DOID:3328,1,0,DO
DOID:0060755,DOID:3328,1,0,DO
DOID:0060756,DOID:0060251,1,0,DO
DOID:0060757,DOID:0060251,1,0,DO
DOID:0060758,DOID:0080544,1,0,DO
DOID:0060759,DOID:0080544,1,0,DO
DOID:0060760,DOID:0080544,1,0,DO
DOID:0060761,DOID:8552,1,0,DO
DOID:8552,DOID:8692,1,0,DO
DOID:0060762,DOID:37,1,0,DO
DOID:0060763,DOID:8465,1,0,DO
DOID:8465,DOID:8466,1,0,DO
DOID:0060764,DOID:0060254,1,0,DO
DOID:0060765,DOID:0060254,1,0,DO
DOID:0060766,DOID:0060254,1,0,DO
DOID:0060767,DOID:0060254,1,0,DO
DOID:0060768,DOID:0060388,1,0,DO
DOID:0060769,DOID:627,1,0,DO
DOID:0060770,DOID:1682,1,0,DO
DOID:1682,DOID:114,1,0,DO
DOID:0060771,DOID:0060770,1,0,DO
DOID:0060772,DOID:0060770,1,0,DO
DOID:0060773,DOID:225,1,0,DO
DOID:0060774,DOID:13250,1,0,DO
DOID:0060775,DOID:0060774,1,0,DO
DOID:0060776,DOID:0060774,1,0,DO
DOID:0060777,DOID:0050129,1,0,DO
DOID:0060778,DOID:0060774,1,0,DO
DOID:0060779,DOID:0060774,1,0,DO
DOID:0060780,DOID:0060774,1,0,DO
DOID:0060781,DOID:0050129,1,0,DO
DOID:0060782,DOID:225,1,0,DO
DOID:0060783,DOID:0060782,1,0,DO
DOID:0060784,DOID:0060782,1,0,DO
DOID:0060785,DOID:10579,1,0,DO
DOID:10579,DOID:1443,1,0,DO
DOID:0060786,DOID:10579,1,0,DO
DOID:0060787,DOID:0060786,1,0,DO
DOID:0060788,DOID:0060786,1,0,DO
DOID:0060789,DOID:0060786,1,0,DO
DOID:0060790,DOID:0060786,1,0,DO
DOID:0060791,DOID:0060786,1,0,DO
DOID:0060792,DOID:0060786,1,0,DO
DOID:0060793,DOID:0060786,1,0,DO
DOID:0060794,DOID:0060786,1,0,DO
DOID:0060795,DOID:0060786,1,0,DO
DOID:0060796,DOID:0060786,1,0,DO
DOID:0060797,DOID:0060786,1,0,DO
DOID:0060798,DOID:0060786,1,0,DO
DOID:0060799,DOID:0060309,1,0,DO
DOID:0060800,DOID:0060309,1,0,DO
DOID:0060801,DOID:0060309,1,0,DO
DOID:0060802,DOID:0060309,1,0,DO
DOID:0060803,DOID:0060309,1,0,DO
DOID:0060804,DOID:0060309,1,0,DO
DOID:0060805,DOID:0060309,1,0,DO
DOID:0060806,DOID:0060309,1,0,DO
DOID:0060807,DOID:0060309,1,0,DO
DOID:0060808,DOID:0060309,1,0,DO
DOID:0060809,DOID:0060309,1,0,DO
DOID:0060810,DOID:0060309,1,0,DO
DOID:0060811,DOID:0060309,1,0,DO
DOID:0060812,DOID:0060309,1,0,DO
DOID:0060813,DOID:0060309,1,0,DO
DOID:0060814,DOID:0060309,1,0,DO
DOID:0060815,DOID:0060309,1,0,DO
DOID:0060816,DOID:0060309,1,0,DO
DOID:0060817,DOID:0060309,1,0,DO
DOID:0060818,DOID:0060309,1,0,DO
DOID:0060819,DOID:0060309,1,0,DO
DOID:0060820,DOID:0060309,1,0,DO
DOID:0060821,DOID:0060309,1,0,DO
DOID:0060822,DOID:0060309,1,0,DO
DOID:0060823,DOID:0060309,1,0,DO
DOID:0060824,DOID:0060309,1,0,DO
DOID:0060825,DOID:0060309,1,0,DO
DOID:0060826,DOID:0060309,1,0,DO
DOID:0060827,DOID:0060309,1,0,DO
DOID:0060828,DOID:0060309,1,0,DO
DOID:0060830,DOID:0060309,1,0,DO
DOID:0060831,DOID:16,1,0,DO
DOID:16,DOID:7,1,0,DO
DOID:0060832,DOID:0060831,1,0,DO
DOID:0060833,DOID:0060831,1,0,DO
DOID:0060834,DOID:0060831,1,0,DO
DOID:0060835,DOID:0080637,1,0,DO
DOID:0080637,DOID:10629,1,0,DO
DOID:0060836,DOID:0080637,1,0,DO
DOID:0060837,DOID:0080637,1,0,DO
DOID:0060838,DOID:0080637,1,0,DO
DOID:0060839,DOID:0080637,1,0,DO
DOID:0060840,DOID:0080637,1,0,DO
DOID:0060841,DOID:0080637,1,0,DO
DOID:0060842,DOID:0080637,1,0,DO
DOID:0060843,DOID:870,1,0,DO
DOID:0060844,DOID:225,1,0,DO
DOID:0060847,DOID:2256,1,0,DO
DOID:0060848,DOID:0050709,1,0,DO
DOID:0060849,DOID:225,1,0,DO
DOID:0060850,DOID:26,1,0,DO
DOID:0060851,DOID:9182,1,0,DO
DOID:0060852,DOID:225,1,0,DO
DOID:0060853,DOID:0060429,1,0,DO
DOID:0060854,DOID:4479,1,0,DO
DOID:4479,DOID:447,1,0,DO
DOID:0060855,DOID:4479,1,0,DO
DOID:0060856,DOID:0050545,1,0,DO
DOID:0060857,DOID:225,1,0,DO
DOID:0060858,DOID:225,1,0,DO
DOID:0060859,DOID:0050338,1,0,DO
DOID:0060861,DOID:225,1,0,DO
DOID:0060862,DOID:3390,1,0,DO
DOID:0060863,DOID:4448,1,0,DO
DOID:0060864,DOID:0060863,1,0,DO
DOID:0060865,DOID:0060863,1,0,DO
DOID:0060866,DOID:0060863,1,0,DO
DOID:0060867,DOID:225,1,0,DO
DOID:0060868,DOID:10579,1,0,DO
DOID:0060869,DOID:8466,1,0,DO
DOID:0060870,DOID:9406,1,0,DO
DOID:9406,DOID:53,1,0,DO
DOID:0060871,DOID:225,1,0,DO
DOID:0060872,DOID:0060870,1,0,DO
DOID:0060873,DOID:0060870,1,0,DO
DOID:0060874,DOID:0060870,1,0,DO
DOID:0060875,DOID:0060870,1,0,DO
DOID:0060877,DOID:1697,1,0,DO
DOID:0060878,DOID:0060388,1,0,DO
DOID:0060879,DOID:896,1,0,DO
DOID:0060880,DOID:0060879,1,0,DO
DOID:0060881,DOID:0060879,1,0,DO
DOID:0060882,DOID:0060879,1,0,DO
DOID:0060883,DOID:0060879,1,0,DO
DOID:0060884,DOID:0060879,1,0,DO
DOID:0060885,DOID:0060879,1,0,DO
DOID:0060886,DOID:4254,1,0,DO
DOID:4254,DOID:0080005,1,0,DO
DOID:0060887,DOID:65,1,0,DO
DOID:0060888,DOID:2226,1,0,DO
DOID:2226,DOID:0070004,1,0,DO
DOID:0060889,DOID:225,1,0,DO
DOID:0060890,DOID:446,1,0,DO
DOID:446,DOID:3947,1,0,DO
DOID:0060891,DOID:0060894,1,0,DO
DOID:14330,DOID:0050890,1,0,DO
DOID:0060893,DOID:0060894,1,0,DO
DOID:0060895,DOID:0060892,1,0,DO
DOID:0060896,DOID:0060894,1,0,DO
DOID:0060897,DOID:0060892,1,0,DO
DOID:0060898,DOID:0060894,1,0,DO
DOID:0060900,DOID:0060892,1,0,DO
DOID:0060901,DOID:0050747,1,0,DO
DOID:0060902,DOID:0050453,1,0,DO
DOID:0060903,DOID:178,1,0,DO
DOID:0060904,DOID:0060503,1,0,DO
DOID:0060911,DOID:1063,1,0,DO
DOID:1063,DOID:10952,1,0,DO
DOID:0070000,DOID:0060336,1,0,DO
DOID:0070002,DOID:0060336,1,0,DO
DOID:0070003,DOID:0050687,1,0,DO
DOID:0070004,DOID:4960,1,0,DO
DOID:0070005,DOID:0050569,1,0,DO
DOID:0070006,DOID:0050569,1,0,DO
DOID:0070007,DOID:0050569,1,0,DO
DOID:0070008,DOID:0050569,1,0,DO
DOID:0070009,DOID:0050569,1,0,DO
DOID:0070010,DOID:0050569,1,0,DO
DOID:0070011,DOID:0050569,1,0,DO
DOID:0070012,DOID:0050569,1,0,DO
DOID:0070013,DOID:0050569,1,0,DO
DOID:0070014,DOID:2729,1,0,DO
DOID:2729,DOID:37,1,0,DO
DOID:0070015,DOID:2729,1,0,DO
DOID:0070016,DOID:2729,1,0,DO
DOID:0070017,DOID:2729,1,0,DO
DOID:0070018,DOID:2729,1,0,DO
DOID:0070019,DOID:2729,1,0,DO
DOID:0070020,DOID:2729,1,0,DO
DOID:0070021,DOID:2729,1,0,DO
DOID:0070022,DOID:2729,1,0,DO
DOID:0070023,DOID:2729,1,0,DO
DOID:0070024,DOID:2729,1,0,DO
DOID:0070025,DOID:2729,1,0,DO
DOID:0070026,DOID:2729,1,0,DO
DOID:0070027,DOID:9246,1,0,DO
DOID:9246,DOID:9120,1,0,DO
DOID:0070028,DOID:9246,1,0,DO
DOID:0070029,DOID:9246,1,0,DO
DOID:0070030,DOID:9246,1,0,DO
DOID:0070031,DOID:0060307,1,0,DO
DOID:0070032,DOID:0060307,1,0,DO
DOID:0070033,DOID:0060307,1,0,DO
DOID:0070034,DOID:0060307,1,0,DO
DOID:0070035,DOID:0060307,1,0,DO
DOID:0070036,DOID:0060307,1,0,DO
DOID:0070037,DOID:0060307,1,0,DO
DOID:0070038,DOID:0060307,1,0,DO
DOID:0070039,DOID:0060307,1,0,DO
DOID:0070040,DOID:0060307,1,0,DO
DOID:0070041,DOID:0060307,1,0,DO
DOID:0070042,DOID:1925,1,0,DO
DOID:1925,DOID:0060307,1,0,DO
DOID:0070043,DOID:0060307,1,0,DO
DOID:0070044,DOID:1925,1,0,DO
DOID:0070045,DOID:1925,1,0,DO
DOID:0070046,DOID:1925,1,0,DO
DOID:0070047,DOID:0060307,1,0,DO
DOID:0070048,DOID:0060307,1,0,DO
DOID:0070049,DOID:0060307,1,0,DO
DOID:0070050,DOID:0060307,1,0,DO
DOID:0070051,DOID:0060307,1,0,DO
DOID:0070052,DOID:0060307,1,0,DO
DOID:0070053,DOID:0060307,1,0,DO
DOID:0070054,DOID:0060307,1,0,DO
DOID:0070055,DOID:0060307,1,0,DO
DOID:0070056,DOID:0060307,1,0,DO
DOID:0070057,DOID:1925,1,0,DO
DOID:0070058,DOID:0060307,1,0,DO
DOID:0070059,DOID:0060307,1,0,DO
DOID:0070060,DOID:0060307,1,0,DO
DOID:0070061,DOID:0060307,1,0,DO
DOID:0070062,DOID:0060307,1,0,DO
DOID:0070063,DOID:0060307,1,0,DO
DOID:0070064,DOID:0060307,1,0,DO
DOID:0070065,DOID:0060307,1,0,DO
DOID:0070066,DOID:0060307,1,0,DO
DOID:0070067,DOID:0060307,1,0,DO
DOID:0070068,DOID:0060307,1,0,DO
DOID:0070069,DOID:0060307,1,0,DO
DOID:0070070,DOID:0060307,1,0,DO
DOID:0070071,DOID:0060307,1,0,DO
DOID:0070072,DOID:0060307,1,0,DO
DOID:0070073,DOID:0060307,1,0,DO
DOID:0070074,DOID:0060307,1,0,DO
DOID:0070077,DOID:5419,1,0,DO
DOID:5419,DOID:2468,1,0,DO
DOID:0070078,DOID:5419,1,0,DO
DOID:0070079,DOID:5419,1,0,DO
DOID:0070080,DOID:5419,1,0,DO
DOID:0070081,DOID:5419,1,0,DO
DOID:0070082,DOID:5419,1,0,DO
DOID:0070083,DOID:5419,1,0,DO
DOID:0070084,DOID:5419,1,0,DO
DOID:0070085,DOID:5419,1,0,DO
DOID:0070086,DOID:5419,1,0,DO
DOID:0070087,DOID:5419,1,0,DO
DOID:0070088,DOID:5419,1,0,DO
DOID:0070089,DOID:5419,1,0,DO
DOID:0070090,DOID:5419,1,0,DO
DOID:0070091,DOID:5419,1,0,DO
DOID:0070092,DOID:5419,1,0,DO
DOID:0070093,DOID:5419,1,0,DO
DOID:0070094,DOID:0050632,1,0,DO
DOID:0070095,DOID:0050632,1,0,DO
DOID:0070096,DOID:0050632,1,0,DO
DOID:0070097,DOID:0050632,1,0,DO
DOID:0070098,DOID:0050632,1,0,DO
DOID:0070099,DOID:0050632,1,0,DO
DOID:0070100,DOID:0050632,1,0,DO
DOID:0070111,DOID:14504,1,0,DO
DOID:14504,DOID:1927,1,0,DO
DOID:0070112,DOID:14504,1,0,DO
DOID:0070113,DOID:14504,1,0,DO
DOID:0070114,DOID:14504,1,0,DO
DOID:0070115,DOID:0050778,1,0,DO
DOID:0070116,DOID:0050778,1,0,DO
DOID:0070117,DOID:0050778,1,0,DO
DOID:0070118,DOID:0050778,1,0,DO
DOID:0070119,DOID:0050778,1,0,DO
DOID:0070120,DOID:0050778,1,0,DO
DOID:0070121,DOID:0050778,1,0,DO
DOID:0070122,DOID:0050778,1,0,DO
DOID:0070123,DOID:0050328,1,0,DO
DOID:0070124,DOID:0050328,1,0,DO
DOID:0070125,DOID:0050328,1,0,DO
DOID:0070126,DOID:0050328,1,0,DO
DOID:0070127,DOID:0050328,1,0,DO
DOID:0070128,DOID:0050328,1,0,DO
DOID:0070129,DOID:0070141,1,0,DO
DOID:0070141,DOID:3144,1,0,DO
DOID:0070130,DOID:0070142,1,0,DO
DOID:0070142,DOID:3144,1,0,DO
DOID:0070131,DOID:0070142,1,0,DO
DOID:0070132,DOID:0070143,1,0,DO
DOID:0070143,DOID:3144,1,0,DO
DOID:0070133,DOID:0070144,1,0,DO
DOID:0070144,DOID:3144,1,0,DO
DOID:0070134,DOID:0070141,1,0,DO
DOID:0070135,DOID:0070144,1,0,DO
DOID:0070136,DOID:0070142,1,0,DO
DOID:0070137,DOID:3144,1,0,DO
DOID:3144,DOID:37,1,0,DO
DOID:0070138,DOID:0070143,1,0,DO
DOID:0070139,DOID:0070144,1,0,DO
DOID:0070140,DOID:0070141,1,0,DO
DOID:0070145,DOID:0050548,1,0,DO
DOID:0070146,DOID:0050548,1,0,DO
DOID:0070147,DOID:0070161,1,0,DO
DOID:0070161,DOID:0050548,1,0,DO
DOID:0070148,DOID:0050548,1,0,DO
DOID:0070149,DOID:0050548,1,0,DO
DOID:0070150,DOID:0070161,1,0,DO
DOID:0070151,DOID:0050548,1,0,DO
DOID:0070152,DOID:0070162,1,0,DO
DOID:0070162,DOID:0050548,1,0,DO
DOID:0070153,DOID:0050548,1,0,DO
DOID:0070154,DOID:0070162,1,0,DO
DOID:0070155,DOID:0070161,1,0,DO
DOID:0070156,DOID:0070162,1,0,DO
DOID:0070157,DOID:0070162,1,0,DO
DOID:0070158,DOID:0050548,1,0,DO
DOID:0070159,DOID:0050548,1,0,DO
DOID:0070160,DOID:0050548,1,0,DO
DOID:0070163,DOID:0111910,1,0,DO
DOID:0111910,DOID:12336,1,0,DO
DOID:0070164,DOID:0111910,1,0,DO
DOID:0070165,DOID:0111910,1,0,DO
DOID:0070166,DOID:0111910,1,0,DO
DOID:0070167,DOID:0111910,1,0,DO
DOID:0070168,DOID:0111910,1,0,DO
DOID:0070169,DOID:0111910,1,0,DO
DOID:0070170,DOID:0111910,1,0,DO
DOID:0070171,DOID:0111910,1,0,DO
DOID:0070172,DOID:14227,1,0,DO
DOID:14227,DOID:12336,1,0,DO
DOID:0070173,DOID:0111910,1,0,DO
DOID:0070174,DOID:0111910,1,0,DO
DOID:0070176,DOID:14227,1,0,DO
DOID:0070177,DOID:14227,1,0,DO
DOID:0070178,DOID:0111910,1,0,DO
DOID:0070179,DOID:14227,1,0,DO
DOID:0070180,DOID:0111910,1,0,DO
DOID:0070181,DOID:14227,1,0,DO
DOID:0070182,DOID:0111910,1,0,DO
DOID:0070183,DOID:0111910,1,0,DO
DOID:0070184,DOID:0111910,1,0,DO
DOID:0070185,DOID:14227,1,0,DO
DOID:0070186,DOID:0050457,1,0,DO
DOID:0070187,DOID:0111910,1,0,DO
DOID:0070188,DOID:0111910,1,0,DO
DOID:0070189,DOID:0050457,1,0,DO
DOID:0070191,DOID:3265,1,0,DO
DOID:3265,DOID:3262,1,0,DO
DOID:0070192,DOID:3265,1,0,DO
DOID:0070193,DOID:3265,1,0,DO
DOID:0070194,DOID:3265,1,0,DO
DOID:0070195,DOID:3265,1,0,DO
DOID:0070196,DOID:11720,1,0,DO
DOID:11720,DOID:9884,1,0,DO
DOID:0070197,DOID:11720,1,0,DO
DOID:0070198,DOID:11720,1,0,DO
DOID:0070199,DOID:0070198,1,0,DO
DOID:0070200,DOID:0070198,1,0,DO
DOID:0070201,DOID:0070198,1,0,DO
DOID:0070202,DOID:0050440,1,0,DO
DOID:0070203,DOID:0050440,1,0,DO
DOID:0070204,DOID:0050440,1,0,DO
DOID:0070205,DOID:0050440,1,0,DO
DOID:0070206,DOID:0050440,1,0,DO
DOID:0070207,DOID:0050440,1,0,DO
DOID:0070208,DOID:0050580,1,0,DO
DOID:0070209,DOID:0050580,1,0,DO
DOID:0070210,DOID:0050580,1,0,DO
DOID:0070211,DOID:0050580,1,0,DO
DOID:0070212,DOID:0050580,1,0,DO
DOID:0070213,DOID:0050580,1,0,DO
DOID:0070214,DOID:13317,1,0,DO
DOID:13317,DOID:2978,1,0,DO
DOID:0070215,DOID:13317,1,0,DO
DOID:0070216,DOID:13317,1,0,DO
DOID:0070217,DOID:13317,1,0,DO
DOID:0070218,DOID:13317,1,0,DO
DOID:0070219,DOID:13317,1,0,DO
DOID:0070220,DOID:13317,1,0,DO
DOID:0070221,DOID:1852,1,0,DO
DOID:1852,DOID:13580,1,0,DO
DOID:0070222,DOID:0070221,1,0,DO
DOID:0070223,DOID:0070221,1,0,DO
DOID:0070224,DOID:0070221,1,0,DO
DOID:0070225,DOID:0070221,1,0,DO
DOID:0070226,DOID:0070221,1,0,DO
DOID:0070227,DOID:1852,1,0,DO
DOID:0070228,DOID:0070227,1,0,DO
DOID:0070229,DOID:0070227,1,0,DO
DOID:0070230,DOID:1852,1,0,DO
DOID:0070231,DOID:0070230,1,0,DO
DOID:0070232,DOID:0070230,1,0,DO
DOID:0070233,DOID:0050466,1,0,DO
DOID:0070234,DOID:0050466,1,0,DO
DOID:0070235,DOID:0050466,1,0,DO
DOID:0070236,DOID:0050466,1,0,DO
DOID:0070237,DOID:0050466,1,0,DO
DOID:0070238,DOID:0050730,1,0,DO
DOID:0070239,DOID:0050730,1,0,DO
DOID:0070240,DOID:0050730,1,0,DO
DOID:0070241,DOID:0050730,1,0,DO
DOID:0070242,DOID:0050730,1,0,DO
DOID:0070243,DOID:0050730,1,0,DO
DOID:0070244,DOID:0050730,1,0,DO
DOID:0070245,DOID:0050730,1,0,DO
DOID:0070246,DOID:11726,1,0,DO
DOID:11726,DOID:9884,1,0,DO
DOID:0070247,DOID:11726,1,0,DO
DOID:0070248,DOID:11726,1,0,DO
DOID:0070249,DOID:11726,1,0,DO
DOID:0070250,DOID:11726,1,0,DO
DOID:0070251,DOID:11726,1,0,DO
DOID:0070252,DOID:11726,1,0,DO
DOID:0070253,DOID:0050571,1,0,DO
DOID:0070254,DOID:0050571,1,0,DO
DOID:0070255,DOID:0050571,1,0,DO
DOID:0070256,DOID:0050571,1,0,DO
DOID:0070257,DOID:0050571,1,0,DO
DOID:0070258,DOID:0050571,1,0,DO
DOID:0070259,DOID:0050571,1,0,DO
DOID:0070260,DOID:0050571,1,0,DO
DOID:0070261,DOID:0050571,1,0,DO
DOID:0070262,DOID:0050571,1,0,DO
DOID:0070263,DOID:0050571,1,0,DO
DOID:0070264,DOID:0050571,1,0,DO
DOID:0070265,DOID:0050571,1,0,DO
DOID:0070266,DOID:0050571,1,0,DO
DOID:0070267,DOID:0050571,1,0,DO
DOID:0070268,DOID:0050571,1,0,DO
DOID:0070269,DOID:0050571,1,0,DO
DOID:0070270,DOID:3883,1,0,DO
DOID:0070271,DOID:3883,1,0,DO
DOID:0070272,DOID:3883,1,0,DO
DOID:0070273,DOID:3883,1,0,DO
DOID:0070274,DOID:3883,1,0,DO
DOID:0070275,DOID:3883,1,0,DO
DOID:0070276,DOID:3883,1,0,DO
DOID:0070277,DOID:0070296,1,0,DO
DOID:0070296,DOID:0070297,1,0,DO
DOID:0070278,DOID:0070296,1,0,DO
DOID:0070279,DOID:0070296,1,0,DO
DOID:0070280,DOID:0070296,1,0,DO
DOID:0070281,DOID:0070296,1,0,DO
DOID:0070282,DOID:0070296,1,0,DO
DOID:0070283,DOID:0070296,1,0,DO
DOID:0070284,DOID:0070296,1,0,DO
DOID:0070285,DOID:0070296,1,0,DO
DOID:0070286,DOID:0070296,1,0,DO
DOID:0070287,DOID:0070296,1,0,DO
DOID:0070288,DOID:0070296,1,0,DO
DOID:0070289,DOID:0070296,1,0,DO
DOID:0070290,DOID:0070296,1,0,DO
DOID:0070291,DOID:0070296,1,0,DO
DOID:0070292,DOID:0070296,1,0,DO
DOID:0070293,DOID:0070296,1,0,DO
DOID:0070294,DOID:0070296,1,0,DO
DOID:0070295,DOID:0070297,1,0,DO
DOID:0070297,DOID:10907,1,0,DO
DOID:10907,DOID:2490,1,0,DO
DOID:0070298,DOID:0070305,1,0,DO
DOID:0070305,DOID:12721,1,0,DO
DOID:0070299,DOID:12721,1,0,DO
DOID:12721,DOID:2256,1,0,DO
DOID:0070300,DOID:12721,1,0,DO
DOID:0070301,DOID:0070305,1,0,DO
DOID:0070302,DOID:12721,1,0,DO
DOID:0070303,DOID:12721,1,0,DO
DOID:0070304,DOID:0070305,1,0,DO
DOID:0070306,DOID:225,1,0,DO
DOID:0070307,DOID:225,1,0,DO
DOID:0070308,DOID:66,1,0,DO
DOID:0070310,DOID:0050563,1,0,DO
DOID:0070311,DOID:12336,1,0,DO
DOID:0070313,DOID:5113,1,0,DO
DOID:0070314,DOID:557,1,0,DO
DOID:0070315,DOID:1682,1,0,DO
DOID:0070316,DOID:0080006,1,0,DO
DOID:0070317,DOID:13725,1,0,DO
DOID:13725,DOID:0070313,1,0,DO
DOID:0070318,DOID:13725,1,0,DO
DOID:0070319,DOID:1382,1,0,DO
DOID:1382,DOID:1383,1,0,DO
DOID:0070320,DOID:1382,1,0,DO
DOID:0070321,DOID:1382,1,0,DO
DOID:0070322,DOID:684,1,0,DO
DOID:684,DOID:686,1,0,DO
DOID:0070323,DOID:7757,1,0,DO
DOID:7757,DOID:1240,1,0,DO
DOID:0070324,DOID:5823,1,0,DO
DOID:5823,DOID:0060058,1,0,DO
DOID:0070325,DOID:0050892,1,0,DO
DOID:0070326,DOID:8923,1,0,DO
DOID:8923,DOID:4159,1,0,DO
DOID:0070327,DOID:8923,1,0,DO
DOID:0070328,DOID:684,1,0,DO
DOID:0070329,DOID:700,1,0,DO
DOID:0070330,DOID:700,1,0,DO
DOID:0070331,DOID:0070329,1,0,DO
DOID:0070332,DOID:0070330,1,0,DO
DOID:0070333,DOID:0050749,1,0,DO
DOID:0070334,DOID:3044,1,0,DO
DOID:0070335,DOID:0070334,1,0,DO
DOID:0070337,DOID:0060440,1,0,DO
DOID:0070338,DOID:2786,1,0,DO
DOID:2786,DOID:936,1,0,DO
DOID:0070339,DOID:225,1,0,DO
DOID:0070340,DOID:9273,1,0,DO
DOID:9273,DOID:9267,1,0,DO
DOID:0070341,DOID:9273,1,0,DO
DOID:0070342,DOID:9273,1,0,DO
DOID:0070343,DOID:2367,1,0,DO
DOID:2367,DOID:1443,1,0,DO
DOID:0070344,DOID:399,1,0,DO
DOID:0070345,DOID:225,1,0,DO
DOID:0070346,DOID:225,1,0,DO
DOID:0070347,DOID:225,1,0,DO
DOID:0070348,DOID:12377,1,0,DO
DOID:0070349,DOID:0070348,1,0,DO
DOID:0070350,DOID:0070348,1,0,DO
DOID:0070351,DOID:0070348,1,0,DO
DOID:0070352,DOID:1289,1,0,DO
DOID:0070353,DOID:83,1,0,DO
DOID:0070354,DOID:83,1,0,DO
DOID:0070356,DOID:5614,1,0,DO
DOID:0070357,DOID:2590,1,0,DO
DOID:2590,DOID:1184,1,0,DO
DOID:0080000,DOID:17,1,0,DO
DOID:17,DOID:7,1,0,DO
DOID:0080005,DOID:0080001,1,0,DO
DOID:0080007,DOID:0080010,1,0,DO
DOID:0080008,DOID:0080001,1,0,DO
DOID:0080009,DOID:0050735,1,0,DO
DOID:0080011,DOID:0080005,1,0,DO
DOID:0080012,DOID:0050735,1,0,DO
DOID:0080018,DOID:0080008,1,0,DO
DOID:0080019,DOID:2256,1,0,DO
DOID:0080020,DOID:0080019,1,0,DO
DOID:0080021,DOID:0080019,1,0,DO
DOID:0080026,DOID:2256,1,0,DO
DOID:0080028,DOID:0080027,1,0,DO
DOID:0080029,DOID:0050950,1,0,DO
DOID:0080030,DOID:0080027,1,0,DO
DOID:0080031,DOID:0080005,1,0,DO
DOID:0080032,DOID:4254,1,0,DO
DOID:0080033,DOID:4254,1,0,DO
DOID:0080036,DOID:205,1,0,DO
DOID:0080037,DOID:205,1,0,DO
DOID:0080038,DOID:2256,1,0,DO
DOID:0080039,DOID:4254,1,0,DO
DOID:0080040,DOID:225,1,0,DO
DOID:0080041,DOID:2256,1,0,DO
DOID:0080042,DOID:0050950,1,0,DO
DOID:0080043,DOID:2256,1,0,DO
DOID:0080044,DOID:2256,1,0,DO
DOID:0080045,DOID:2256,1,0,DO
DOID:0080046,DOID:225,1,0,DO
DOID:0080047,DOID:2256,1,0,DO
DOID:0080049,DOID:2256,1,0,DO
DOID:0080050,DOID:0080049,1,0,DO
DOID:0080051,DOID:0080049,1,0,DO
DOID:0080052,DOID:0080049,1,0,DO
DOID:0080053,DOID:4184,1,0,DO
DOID:4184,DOID:896,1,0,DO
DOID:0080054,DOID:0080043,1,0,DO
DOID:0080055,DOID:0080043,1,0,DO
DOID:0080056,DOID:0080043,1,0,DO
DOID:0080057,DOID:0050950,1,0,DO
DOID:0080058,DOID:0050950,1,0,DO
DOID:0080059,DOID:0050950,1,0,DO
DOID:0080060,DOID:0050950,1,0,DO
DOID:0080061,DOID:0050950,1,0,DO
DOID:0080062,DOID:0050950,1,0,DO
DOID:0080063,DOID:0050950,1,0,DO
DOID:0080064,DOID:0050950,1,0,DO
DOID:0080065,DOID:0050950,1,0,DO
DOID:0080066,DOID:0050950,1,0,DO
DOID:0080067,DOID:10595,1,0,DO
DOID:0080068,DOID:10595,1,0,DO
DOID:0080069,DOID:10595,1,0,DO
DOID:0080070,DOID:0080488,1,0,DO
DOID:0080488,DOID:9455,1,0,DO
DOID:0080071,DOID:0080488,1,0,DO
DOID:0080072,DOID:5353,1,0,DO
DOID:5353,DOID:5295,1,0,DO
DOID:0080073,DOID:0080016,1,0,DO
DOID:0080075,DOID:0050721,1,0,DO
DOID:0080076,DOID:0050721,1,0,DO
DOID:0080077,DOID:0080655,1,0,DO
DOID:0080655,DOID:557,1,0,DO
DOID:0080078,DOID:0080655,1,0,DO
DOID:0080079,DOID:0080683,1,0,DO
DOID:0080683,DOID:4123,1,0,DO
DOID:0080080,DOID:0080683,1,0,DO
DOID:0080081,DOID:0080683,1,0,DO
DOID:0080082,DOID:0080683,1,0,DO
DOID:0080083,DOID:0080683,1,0,DO
DOID:0080084,DOID:0080683,1,0,DO
DOID:0080085,DOID:0080683,1,0,DO
DOID:0080086,DOID:0080683,1,0,DO
DOID:0080087,DOID:0080683,1,0,DO
DOID:0080089,DOID:423,1,0,DO
